name,address,latitude,longitude,category,avg_rating,num_of_reviews,price,state,url,main_category
Nothing Bundt Cakes,"Nothing Bundt Cakes, 421 N Santa Cruz Ave, Los Gatos, CA 95030",37.2299679,-121.9813211,"Bakery, Cake shop",4.2,38,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e35edfdf73e43:0x85f9acd177e6522b?authuser=-1&hl=en&gl=us,Bakery
Baskin-Robbins,"Baskin-Robbins, 15730 Los Gatos Blvd, Los Gatos, CA 95032",37.2400685,-121.9604389,"Ice cream shop, Bakery, Dessert restaurant, Dessert shop",4.5,74,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e35c7a2f4e9cb:0xfeee4cb76d893187?authuser=-1&hl=en&gl=us,Ice cream shop
Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 11331 Thienes Ave, South El Monte, CA 91733",34.042944,-118.032266,"Frozen yogurt shop, Bakery, Cake shop, Caterer, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.7,38,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d0d995b67ac7:0x788ef0c82d31dfd2?authuser=-1&hl=en&gl=us,Frozen yogurt shop
Andersen Bakery,"Andersen Bakery, 115 A Sun Valley Mall, Concord, CA 94520",37.968029,-122.060397,"Bakery, Cafe, Fast food restaurant, Pastry shop, Sandwich shop",4.1,48,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808566b81d5031ab:0x1f7268ed0b2c5f28?authuser=-1&hl=en&gl=us,Bakery
"Kee Wah Bakery, Rowland Heights","Kee Wah Bakery, Rowland Heights, Rowland Heights Plaza Shopping Center,, 18912 Gale Ave, Rowland Heights, CA 91748",33.995495,-117.8902408,Bakery,4.5,56,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32a59fdaec673:0x169f8705dfb0f005?authuser=-1&hl=en&gl=us,Bakery
Ortiz #2 Bakery,"Ortiz #2 Bakery, 218 E Pleasant Valley Rd, Oxnard, CA 93033",34.1546003,-119.1773493,Bakery,4.4,8,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84f03ace8461d:0x8ef9a2b5a231637?authuser=-1&hl=en&gl=us,Bakery
Jen's Cakes,"Jen's Cakes, 1053 Lincoln Ave sweet 100, San Jose, CA 95125",37.3106278,-121.9028972,"Wedding bakery, Bakery",4.6,46,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e34a9ee3f8bf5:0x78e2cde73de7c7a2?authuser=-1&hl=en&gl=us,Wedding bakery
Santa Rosa Bakery,"Santa Rosa Bakery, 305 Salinas Rd, Watsonville, CA 95076",36.8988288,-121.7477979,Bakery,4.2,78,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e04cb583bd5f1:0x1627a0d63b1ab476?authuser=-1&hl=en&gl=us,Bakery
Chocolate WISHES,"Chocolate WISHES, 1260 Shaw Ave # 115, Clovis, CA 93612",36.8074902,-119.6927602,"Chocolate shop, Bakery, Gift basket store",4.8,58,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945b3d6396779d:0x7c611b4856fa9504?authuser=-1&hl=en&gl=us,Chocolate shop
Bella Rose Bakery & Cafe,"Bella Rose Bakery & Cafe, 1537 Lincoln St, Kingsburg, CA 93631",36.516573,-119.551447,Bakery,4.5,88,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094e439f19654bd:0x3dc216c1157329c4?authuser=-1&hl=en&gl=us,Bakery
Sultan Bakery,"Sultan Bakery, 670 Stockton Ave, San Jose, CA 95126",37.34035,-121.9127667,"Bakery, Dessert shop, Mediterranean restaurant, Middle Eastern restaurant, Wholesale bakery",4.6,148,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcb6564834a19:0x881cb02a3c44410f?authuser=-1&hl=en&gl=us,Bakery
B & S Bakery,"B & S Bakery, 1500 Orange Ave, Coronado, CA 92118",32.6804407,-117.1783791,Bakery,3.3,7,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80deaccde9701c69:0x13a813255d05d4c?authuser=-1&hl=en&gl=us,Bakery
The Cake Cottage,"The Cake Cottage, 39429 Los Alamos Rd suite d, Murrieta, CA 92563",33.576433,-117.1780071,"Cake shop, Bakery, Cupcake shop, Wedding bakery",4.5,66,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc8279ce61dd25:0x46d30a427adb967f?authuser=-1&hl=en&gl=us,Cake shop
Cookie Connection,"Cookie Connection, 2565 Fair Oaks Blvd, Sacramento, CA 95825",38.5757186,-121.4020968,Bakery,4.1,54,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ada551282741f:0x6e02c990aebb5c28?authuser=-1&hl=en&gl=us,Bakery
Panaderia y Taqueria Lupita,"Panaderia y Taqueria Lupita, 23747 Ave 95, Terra Bella, CA 93270",35.962227899999995,-119.0414454,"Bakery, Mexican restaurant, Restaurant",4.5,33,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80eabf814581a1a1:0x8975a4a0a8a05f7?authuser=-1&hl=en&gl=us,Bakery
Ky Xuong Chinese Food & Bakery,"Ky Xuong Chinese Food & Bakery, 9814 Garvey Ave #1, El Monte, CA 91733",34.0621194,-118.0550631,"Chinese restaurant, Bakery, Chinese bakery, Fast food restaurant, Wedding bakery",5.0,3,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d08fc1ecf3bd:0x4a098eb214bcd98d?authuser=-1&hl=en&gl=us,Chinese restaurant
Mr. Holmes Bakehouse,"Mr. Holmes Bakehouse, 248 N Larchmont Blvd, Los Angeles, CA 90004",34.0760177,-118.3233915,Bakery,4.4,44,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8c779af3b79:0xc8824766514c80b0?authuser=-1&hl=en&gl=us,Bakery
Amalfitano Bakery,"Amalfitano Bakery, 29111 S Western Ave, Rancho Palos Verdes, CA 90275",33.7533876,-118.3095172,Bakery,4.6,78,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd49e53784250b:0x47f3bd90275eea63?authuser=-1&hl=en&gl=us,Bakery
National Baking Co,"National Baking Co, 2661 W Pico Blvd, Los Angeles, CA 90006",34.0475459,-118.296308,Wholesale bakery,5.0,4,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c786fef535b5:0xb59d1e8ea646ced8?authuser=-1&hl=en&gl=us,Wholesale bakery
Specialty's Cafe & Bakery,"Specialty's Cafe & Bakery, 4695 MacArthur Ct, Newport Beach, CA 92660",33.6704092,-117.8621433,"Cafe, Bakery",4.1,17,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdef6386b572f:0xc05e3c3c8a323656?authuser=-1&hl=en&gl=us,Cafe
Dunkin,"Dunkin, 635 Camino De Los Mares, San Clemente, CA 92673",33.4594126,-117.6511591,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.3,108,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf164f1a5169d:0xd65be0ff750d0d6a?authuser=-1&hl=en&gl=us,Coffee shop
Hilmar Portuguese Bakery,"Hilmar Portuguese Bakery, 8291 Lander Ave # N, Hilmar, CA 95324",37.4084554,-120.8503004,Bakery,4.5,58,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091099dfe32c7ad:0xd2947050289ec552?authuser=-1&hl=en&gl=us,Bakery
Pascal,"Pascal, 31451 Rancho Viejo Rd #103, San Juan Capistrano, CA 92675",33.5059185,-117.6570674,"Cafe, Bakery, Breakfast restaurant, Californian restaurant, Caterer, French restaurant, Gourmet grocery store, Restaurant, Sandwich shop, Wine store",4.7,47,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf1e49cc984cd:0x8cdd326933a47433?authuser=-1&hl=en&gl=us,Cafe
"Lavender Lane Baking Co. A gluten-free, grain-free, paleo Bakery","Lavender Lane Baking Co. A gluten-free, grain-free, paleo Bakery, 2950 Grace Ln Suite A, Costa Mesa, CA 92626",33.6788402,-117.902152,Bakery,5.0,3,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdf8c20f18169:0x94390df67169e089?authuser=-1&hl=en&gl=us,Bakery
El Rey Bakery,"El Rey Bakery, 8934 Beverly Blvd, Pico Rivera, CA 90660",34.0104305,-118.08197,Bakery,4.7,38,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d1a2e892b137:0x36856ad4104bb60f?authuser=-1&hl=en&gl=us,Bakery
Sonia's Bakery Central American,"Sonia's Bakery Central American, 744 Glendora Ave, La Puente, CA 91744",34.032034,-117.9501438,Bakery,4.3,158,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d66c91ab33ad:0xa3cd1c5218a92315?authuser=-1&hl=en&gl=us,Bakery
Taron Bakery,"Taron Bakery, 12901 Sherman Way, North Hollywood, CA 91605",34.2014819,-118.4139775,Bakery,4.4,57,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29692e161e131:0x9292b689556f4666?authuser=-1&hl=en&gl=us,Bakery
La Galette,"La Galette, 15137 Ventura Blvd, Sherman Oaks, CA 91403",34.153438699999995,-118.4628733,Bakery,4.4,37,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c297c1d63ecc05:0x5ed2dc4560b96fd5?authuser=-1&hl=en&gl=us,Bakery
Karma Baker,"Karma Baker, 1145 Lindero Canyon Rd, Westlake Village, CA 91362",34.1847715,-118.7883046,"Vegan restaurant, Bakery, Gluten-free restaurant, Restaurant, Wedding bakery, Wholesale bakery",4.4,64,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e825c86ae11c8b:0x65cc09dd93f8e3bd?authuser=-1&hl=en&gl=us,Vegan restaurant
Auntie Anne's,"Auntie Anne's, 681 Leavesley Rd, Gilroy, CA 95020",37.0256162,-121.5636695,"Pretzel store, Bakery, Cafe, Restaurant",3.2,18,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091e3dcc3039dfb:0x47520d958ee28043?authuser=-1&hl=en&gl=us,Pretzel store
Manhattan Bagel,"Manhattan Bagel, 12046 Ventura Blvd, Studio City, CA 91604",34.1432974,-118.3940846,"Bagel shop, Bakery, Breakfast restaurant, Cafe",4.2,84,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bdfd47b004d1:0x47bab4395cd1086a?authuser=-1&hl=en&gl=us,Bagel shop
Cake House,"Cake House, 5410 Beach Blvd, Buena Park, CA 90621",33.8823339,-117.9954413,Bakery,4.2,56,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2b755ec135e5:0x9a9ab44d02a690c?authuser=-1&hl=en&gl=us,Bakery
Too Good Gourmet,"Too Good Gourmet, 2380 Grant Ave #1806, San Lorenzo, CA 94580",37.6703712,-122.1544656,Wholesale bakery,3.3,58,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f9067cb9ca619:0xf2256956f950ec45?authuser=-1&hl=en&gl=us,Wholesale bakery
Bootjack Wood Fired,"Bootjack Wood Fired, 17 Madrona St, Mill Valley, CA 94941",37.9059417,-122.5495114,"Bakery, Organic restaurant, Pizza restaurant",4.6,95,high,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085906d9bedcb8b:0xe14552965fd47ae3?authuser=-1&hl=en&gl=us,Bakery
Frosted Cakery,"Frosted Cakery, 1292 N Wishon Ave, Fresno, CA 93728",36.7592216,-119.8009444,"Wedding bakery, Cake shop, Dessert shop",4.3,108,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094674e2700b6ff:0xbc9eef39326be408?authuser=-1&hl=en&gl=us,Wedding bakery
Nothing Bundt Cakes,"Nothing Bundt Cakes, 1551 Botelho Dr, Walnut Creek, CA 94596",37.8944062,-122.0607061,"Bakery, Cake shop",4.5,43,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808561c23fe79f85:0xf79048bfe10ada1f?authuser=-1&hl=en&gl=us,Bakery
Pain Du Monde,"Pain Du Monde, 1000 SE Bristol St # 30, Newport Beach, CA 92660",33.6583701,-117.867475,"Coffee shop, Bakery, Cafe, Espresso bar",4.1,58,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcde4550bb6bed:0xfa1e7870ec756c6d?authuser=-1&hl=en&gl=us,Coffee shop
Cake Senations,"Cake Senations, 811 Fair Oaks Ave, South Pasadena, CA 91030",34.1163624,-118.1505617,Bakery,4.2,18,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c48c2cc5a55b:0x2b4e07d9124df43e?authuser=-1&hl=en&gl=us,Bakery
Valerio's Tropical Bakeshop,"Valerio's Tropical Bakeshop, 3495 Sonoma Blvd B, Vallejo, CA 94590",38.1225723,-122.2579301,Bakery,4.2,41,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857351f4f9ed6b:0xf8fee84459d716cd?authuser=-1&hl=en&gl=us,Bakery
Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 667 Town Center Dr, Oxnard, CA 93036",34.24059,-119.17888,"Frozen yogurt shop, Bakery, Cake shop, Caterer, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.2,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84cf929c9024f:0x99b853286b9c6ab5?authuser=-1&hl=en&gl=us,Frozen yogurt shop
Sheng Kee Bakery,"Sheng Kee Bakery, 2307 Telegraph Ave, Berkeley, CA 94704",37.868536,-122.258994,"Bakery, Cake shop, Pastry shop",4.3,118,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857c2f50ecd20b:0x679f6d33cd0e7f17?authuser=-1&hl=en&gl=us,Bakery
Kam Land Bakery,"Kam Land Bakery, 725 Webster St, Oakland, CA 94607",37.7990125,-122.2716756,Bakery,4.8,6,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f80b60fbe3d73:0x5f608cb4b0b2d84d?authuser=-1&hl=en&gl=us,Bakery
A-1 Bakery,"A-1 Bakery, 1727 Ocean Ave, San Francisco, CA 94112",37.7247055,-122.4607514,Bakery,4.0,8,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7dcdb5703897:0x85287fbcd69f60f1?authuser=-1&hl=en&gl=us,Bakery
Bakers Best Supplies,"Bakers Best Supplies, 638 N Escondido Blvd, Escondido, CA 92025",33.1272095,-117.0877904,"Bakery equipment, Baking supply store",4.4,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbf498eb508dd7:0xb0bd844aef00d7e5?authuser=-1&hl=en&gl=us,Bakery equipment
Flor De Mexicali Tortilleria Y Panaderia,"Flor De Mexicali Tortilleria Y Panaderia, 12859 Chapman Ave, Garden Grove, CA 92840",33.7894519,-117.9083781,Bakery,4.1,98,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd7f190b759db:0x6a6c7cd82d5467b0?authuser=-1&hl=en&gl=us,Bakery
Aria Supermarket,"Aria Supermarket, 1552 Webster St, Alameda, CA 94501",37.7750324,-122.2765873,"Grocery store, Bakery, Supermarket",4.5,98,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8128827abbeb:0x693fe81dbfe959cb?authuser=-1&hl=en&gl=us,Grocery store
Panera Bread,"Panera Bread, 26541 Aliso Creek Rd Ste F, Aliso Viejo, CA 92656",33.5775544,-117.7249271,"Sandwich shop, Bakery, Cafe, Caterer, Takeout Restaurant, Restaurant",3.9,93,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcef4d46dd6f47:0x67a6b3dcf0ce60ba?authuser=-1&hl=en&gl=us,Sandwich shop
Gaby's Bakery,"Gaby's Bakery, 1556 N First St, Fresno, CA 93703",36.7641286,-119.7703595,Bakery,4.4,118,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945de3e8f9b6a1:0x8d2ef281b0f11eb9?authuser=-1&hl=en&gl=us,Bakery
La Villa Bakery Restaurant,"La Villa Bakery Restaurant, 9874 Alondra Blvd #3815, Bellflower, CA 90706",33.889036,-118.1227659,"Bakery, Restaurant",4.5,117,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd32ad8f0b0adf:0x492bad7350782afe?authuser=-1&hl=en&gl=us,Bakery
Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 10933 Olson Dr, Rancho Cordova, CA 95670",38.595318,-121.28336,"Frozen yogurt shop, Bakery, Cake shop, Caterer, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.6,68,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809add6b62dcc5ef:0x1a6e572753984b4f?authuser=-1&hl=en&gl=us,Frozen yogurt shop
Andersen Bakery,"Andersen Bakery, 1390 Market St suite b, San Francisco, CA 94102",37.7770317,-122.417537,"Bakery, Coffee shop, Fast food restaurant, Pastry shop, Sandwich shop",4.4,38,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085809c0c88766b:0x9223ecd126c5f830?authuser=-1&hl=en&gl=us,Bakery
Valerio’s Tropical Bakeshop,"Valerio’s Tropical Bakeshop, 2180 Barranca Pkwy, Irvine, CA 92606",33.6993467,-117.8363727,Bakery,3.1,26,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdea1162c236d:0xa2dfbc69d5397285?authuser=-1&hl=en&gl=us,Bakery
Primos Bakery | Panaderia Primos,"Primos Bakery | Panaderia Primos, 26238 Thornton Rd, Thornton, CA 95686",38.2253272,-121.4230942,Bakery,4.6,128,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809aa54aa6712df5:0xbfc7f38d07864be?authuser=-1&hl=en&gl=us,Bakery
La Boulange,"La Boulange, 781 Mission St, San Francisco, CA 94103",37.7848619,-122.4035295,"Bakery, Cafe",4.4,18,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80858087b98bf98b:0xcba4b6e6980b2905?authuser=-1&hl=en&gl=us,Bakery
Princess Bakery,"Princess Bakery, 4617 Mission St, San Francisco, CA 94112",37.7243762,-122.4348961,Bakery,4.2,15,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7e8f56168d97:0x102ea75c9dd0b0b0?authuser=-1&hl=en&gl=us,Bakery
Bitchin' Baklava,"Bitchin' Baklava, 4031 Balboa St, San Francisco, CA 94121",37.7753208,-122.502107,"Dessert shop, Pastry shop, Wedding bakery, Wholesale bakery",5.0,6,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808587aff4507f91:0x9fa64d9ee150a577?authuser=-1&hl=en&gl=us,Dessert shop
Armo's Bakery,"Armo's Bakery, 6530 Lankershim Blvd RS, North Hollywood, CA 91606",34.189313,-118.3873273,"Fast food restaurant, Armenian restaurant, Bakery, Pizza restaurant",4.4,28,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c295c21d710e5b:0x51fa6b2d65dbbba2?authuser=-1&hl=en&gl=us,Fast food restaurant
Nestle Toll House Cafe by Chip,"Nestle Toll House Cafe by Chip, 12303 Limonite Ave STE 710, Eastvale, CA 91752",33.9761728,-117.55184,"Cafe, Bakery, Coffee shop, Cookie shop",3.4,25,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcca75d7f1e04b:0x642dcb9e9020cf2b?authuser=-1&hl=en&gl=us,Cafe
Because Coffee,"Because Coffee, 300 F St, Eureka, CA 95501",40.8034652,-124.1665175,"Coffee shop, Bakery, Cafe, Espresso bar",4.4,78,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d15564cdc69fdb:0x4c29bbc8932da214?authuser=-1&hl=en&gl=us,Coffee shop
Bette's To Go,"Bette's To Go, 1807 Fourth St, Berkeley, CA 94710",37.8698487,-122.3004823,"Cafe, Bakery, Pizza Takeout",4.4,44,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857edcbb13c81d:0x6453584ee8360114?authuser=-1&hl=en&gl=us,Cafe
Misty's Wet Yer Whistle Espresso Bar,"Misty's Wet Yer Whistle Espresso Bar, 054-186-010, Yreka, CA 96097",41.7290985,-122.6368749,"Espresso bar, Bakery, Sandwich shop",4.7,58,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54ce45db23e61d7b:0xc37f163cfa679eab?authuser=-1&hl=en&gl=us,Espresso bar
Stater Bros. Markets,"Stater Bros. Markets, 7200 Day Creek Blvd, Rancho Cucamonga, CA 91739",34.1225697,-117.5388778,"Grocery store, Bakery, Butcher shop, Florist, Meat products, Supermarket",4.6,344,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c349f096fa0f07:0xf4a6fc926bf372a2?authuser=-1&hl=en&gl=us,Grocery store
Marley’s Treats,"Marley’s Treats, 838 B St, Hayward, CA 94541",37.6719087,-122.0846398,Bakery,4.6,37,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f91d4ff009c1b:0xafaa2095ceaaef3d?authuser=-1&hl=en&gl=us,Bakery
"Hopia Like It, Winnetka","Hopia Like It, Winnetka, 20169 Saticoy St, Winnetka, CA 91306",34.2086618,-118.5727656,"Bakery, Caterer, Filipino restaurant, Restaurant",4.6,97,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29bf36c6c0f2f:0x2bba53bbce9944ad?authuser=-1&hl=en&gl=us,Bakery
Napoleon Super Bakery,"Napoleon Super Bakery, 1049 Stockton St, San Francisco, CA 94108",37.7956138,-122.408367,"Bakery, Pastry shop",4.3,48,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580f3405420a9:0xd674ad85d2d82e56?authuser=-1&hl=en&gl=us,Bakery
Fortune Bakery,"Fortune Bakery, 700 W Las Tunas Dr, San Gabriel, CA 91776",34.1022561,-118.1095878,Bakery,4.9,98,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2db2a8bce1b47:0xb6eca17b1d6a5d8?authuser=-1&hl=en&gl=us,Bakery
Bakery,"Bakery, 419 W Ocean Ave, Lompoc, CA 93436",34.6393418,-120.4627211,Bakery,4.5,48,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ec1eebba30dfdd:0x4d72d2fa26317f6f?authuser=-1&hl=en&gl=us,Bakery
With Love Bakery,"With Love Bakery, 2311 S Alma St, San Pedro, CA 90731",33.723075,-118.2992309,Bakery,4.8,16,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd363006ab76d1:0xde28c3950c8f1d74?authuser=-1&hl=en&gl=us,Bakery
Thanh Thi Bakery,"Thanh Thi Bakery, 10710 Westminster Ave, Garden Grove, CA 92843",33.7592179,-117.9425773,Bakery,4.6,25,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2760c08fa2ff:0x7c03fd7c9555c745?authuser=-1&hl=en&gl=us,Bakery
Mi panadería,"Mi panadería, 509 E 7th St, Hanford, CA 93230",36.3275635,-119.6386993,Bakery,4.3,8,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094c3fbdbb0bf0d:0xbfaaf95293166a62?authuser=-1&hl=en&gl=us,Bakery
Almazan Bakery,"Almazan Bakery, 582 E Foothill Blvd, Azusa, CA 91702",34.1330873,-117.9006523,"Bakery, Restaurant",4.4,118,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c327bfede66dd3:0xd49c0ed498b38a6b?authuser=-1&hl=en&gl=us,Bakery
Tortilleria La Unica,"Tortilleria La Unica, 16250 Main St, Lower Lake, CA 95457",38.9105301,-122.609106,Bakery,4.6,8,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084775236f28171:0xeddcb8e8f17ca0ee?authuser=-1&hl=en&gl=us,Bakery
Icing on the Cupcake,"Icing on the Cupcake, 6839 Lonetree Blvd, Rocklin, CA 95765",38.7968226,-121.2895478,Bakery,4.4,166,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b2189f95ffca1:0x2b22eaf69904098a?authuser=-1&hl=en&gl=us,Bakery
Sweet Destination,"Sweet Destination, 1115 G St, Reedley, CA 93654",36.5959739,-119.4508423,"Cafe, Baby clothing store, Baby store, Bakery, Childrens book store, Childrens store, Coffee shop, Home goods store, Tea store, Toy store",4.7,58,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094e2c36e3f0cdf:0x5eb8494fa9ba091a?authuser=-1&hl=en&gl=us,Cafe
Josephine's Special Empanadas,"Josephine's Special Empanadas, 1512 Amar Rd, West Covina, CA 91792",34.0293997,-117.9141561,"Grocery store, Bakery",4.0,8,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c329f9f3770eff:0x790edc0b51816f34?authuser=-1&hl=en&gl=us,Grocery store
面包公爵 Duke Bakery,"面包公爵 Duke Bakery, Diamond Plaza Shopping Centre, 1370S Fullerton Rd #103, Rowland Heights, CA 91748",33.9933778,-117.9025028,Bakery,4.4,88,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32a674cba156d:0x8ed079919eb16809?authuser=-1&hl=en&gl=us,Bakery
Black Forest Bakery LA,"Black Forest Bakery LA, 1970 Rodney Dr, Los Angeles, CA 90027",34.107526,-118.2885195,Bakery,5.0,15,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c1453eadabe9:0x71a13d49dc61a071?authuser=-1&hl=en&gl=us,Bakery
Grace and Honey Cakes,"Grace and Honey Cakes, 2915 Red Hill Ave c105, Costa Mesa, CA 92626",33.6698796,-117.8804021,Bakery,4.9,5,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdffa73e4bd7d:0x5507b855f84ae9af?authuser=-1&hl=en&gl=us,Bakery
Jantz Bakery,"Jantz Bakery, 5067 CA-140, Mariposa, CA 95338",37.4868224,-119.9675977,"Cafe, Bakery",4.7,97,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8096ba03985ec261:0x774b8015d115b6df?authuser=-1&hl=en&gl=us,Cafe
La Victoria,"La Victoria, 3249 24th St, San Francisco, CA 94110",37.7522197,-122.4172693,Bakery,4.1,48,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7e48edfc8c8f:0x6e4c02e0b36e8fbe?authuser=-1&hl=en&gl=us,Bakery
Cafe Panamericana,"Cafe Panamericana, 8781 W Pico Blvd, Los Angeles, CA 90035",34.0543185,-118.3834323,"Restaurant, Bakery, Cafe, Caterer, Latin American restaurant",4.6,18,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b95d1278d999:0xf32d425ba5b7d6e3?authuser=-1&hl=en&gl=us,Restaurant
Karina's Cake House,"Karina's Cake House, 515 S Glendale Ave, Glendale, CA 91205",34.140422,-118.2505685,"Cake shop, Bakery",4.2,168,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c102f6269c7d:0xbaafad57784c20ad?authuser=-1&hl=en&gl=us,Cake shop
